CD3-1252	81699	1/11/2011	1/11/2011	vector	1	People's Republic of China
CD3-1253	81699	1/11/2011	1/11/2011	vector	1	People's Republic of China
CD3-1258	81699	1/11/2011	1/11/2011	vector	1	People's Republic of China
CD3-1262	81699	1/11/2011	1/11/2011	vector	1	People's Republic of China
CD3-388	81699	1/11/2011	1/11/2011	vector	1	People's Republic of China
CD3-1045	81670	1/11/2011	1/11/2011	vector	1	People's Republic of China
CD3-1047	81670	1/11/2011	1/11/2011	vector	1	People's Republic of China
G09998	81679	1/11/2011	1/11/2011	Full Length	1	France
G13120	81679	1/11/2011	1/11/2011	Full Length	1	France
G15193	81679	1/11/2011	1/11/2011	Full Length	1	France
G21543	81679	1/11/2011	1/11/2011	Full Length	1	France
G60596	81679	1/11/2011	1/11/2011	Full Length	1	France
GC103133	81679	1/11/2011	1/11/2011	Full Length	1	France
GC105399	81679	1/11/2011	1/11/2011	Full Length	1	France
CD3-125	81721	1/11/2011	1/11/2011	Individual & mapping clones	1	Canada
CD3-126	81721	1/11/2011	1/11/2011	Individual & mapping clones	1	Canada
CD3-686	81732	1/11/2011	1/11/2011	vector	1	People's Republic of China
CD4-10	81708	1/11/2011	1/11/2011	Libraries and filters	1	Czech Republic
CD4-22	81708	1/11/2011	1/11/2011	Libraries and filters	1	Czech Republic
CD4-30	81708	1/11/2011	1/11/2011	Libraries and filters	1	Czech Republic
G09677	81710	1/11/2011	1/11/2011	Full Length	1	France
U09677	81710	1/11/2011	1/11/2011	Full Length	1	France
U10069	81710	1/11/2011	1/11/2011	Full Length	1	France
C63497	81711	1/11/2011	1/11/2011	Full Length	1	Canada
PENTR221-AT2G28580	81711	1/11/2011	1/11/2011	Full Length	1	Canada
PENTR221-AT4G06676	81711	1/11/2011	1/11/2011	Full Length	1	Canada
S69296	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U09879	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U10047	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U13817	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U13858	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U14156	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U14166	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U18651	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U22518	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U24296	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U24715	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U24771	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U60815	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U66409	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U82074	81711	1/11/2011	1/11/2011	Full Length	1	Canada
U82327	81711	1/11/2011	1/11/2011	Full Length	1	Canada
C104649	81717	1/11/2011	1/11/2011	Full Length	1	USA
U18080	81717	1/11/2011	1/11/2011	Full Length	1	USA
U16838	81718	1/11/2011	1/11/2011	Full Length	1	Canada
DKLAT4G14210.1	81720	1/11/2011	1/11/2011	Expression	1	USA
MIQB2	81720	1/11/2011	1/11/2011	BAC, YAC, P1	1	USA
MISJ1	81720	1/11/2011	1/11/2011	BAC, YAC, P1	1	USA
U61624	81720	1/11/2011	1/11/2011	Full Length	1	USA
CD3-743	81722	1/11/2011	1/11/2011	vector	1	USA
CD3-737	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-738	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-739	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-740	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-741	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-742	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-743	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-744	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-745	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-746	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-747	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-748	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-749	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-750	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-754	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-755	81725	1/11/2011	1/11/2011	vector	1	Japan
CD3-756	81725	1/11/2011	1/11/2011	vector	1	Japan
PENTR221-AT1G73320	81735	1/11/2011	1/11/2011	Full Length	1	Norway
U12793	81735	1/11/2011	1/11/2011	Full Length	1	Norway
U22613	81735	1/11/2011	1/11/2011	Full Length	1	Norway
U24267	81735	1/11/2011	1/11/2011	Full Length	1	Norway
U24852	81735	1/11/2011	1/11/2011	Full Length	1	Norway
U83881	81735	1/11/2011	1/11/2011	Full Length	1	Norway
U83886	81735	1/11/2011	1/11/2011	Full Length	1	Norway
U86354	81735	1/11/2011	1/11/2011	Full Length	1	Norway
CD4-22	81743	1/11/2011	1/11/2011	Libraries and filters	1	USA
CD4-30	81744	1/11/2011	1/11/2011	Libraries and filters	1	USA
CD3-1124	81745	1/11/2011	1/11/2011	Individual & mapping clones	1	USA
U13887	81754	1/11/2011	1/11/2011	Full Length	1	USA
U16295	81754	1/11/2011	1/11/2011	Full Length	1	USA
U25122	81754	1/11/2011	1/11/2011	Full Length	1	USA
U83730	81754	1/11/2011	1/11/2011	Full Length	1	USA
C103405	81762	1/11/2011	1/11/2011	Full Length	1	USA
CD3-1106	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1124	81771	1/19/2011	1/19/2011	Individual & mapping clones	1	USA
CD3-1631	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1632	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1633	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1634	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1635	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1636	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1637	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1638	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1639	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1640	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1641	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1642	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1643	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1644	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1645	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1646	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1647	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1652	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1653	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1654	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1655	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-1656	81771	1/19/2011	1/19/2011	vector	1	USA
CD3-595	81771	1/19/2011	1/19/2011	vector	1	USA
G09652	81771	1/19/2011	1/19/2011	Full Length	1	USA
G12625	81771	1/19/2011	1/19/2011	Full Length	1	USA
G14790	81771	1/19/2011	1/19/2011	Full Length	1	USA
G20926	81771	1/19/2011	1/19/2011	Full Length	1	USA
G21355	81771	1/19/2011	1/19/2011	Full Length	1	USA
G60514	81771	1/19/2011	1/19/2011	Full Length	1	USA
G84888	81771	1/19/2011	1/19/2011	Full Length	1	USA
U09652	81771	1/19/2011	1/19/2011	Full Length	1	USA
U15399	81771	1/19/2011	1/19/2011	Full Length	1	USA
U21814	81771	1/19/2011	1/19/2011	Full Length	1	USA
DKLAT1G03790	81772	1/19/2011	1/19/2011	Expression	1	France
DKLAT5G13790	81772	1/19/2011	1/19/2011	Expression	1	France
PYAT5G13790	81772	1/19/2011	1/19/2011	Full Length	1	France
CD250561	81808	1/19/2011	1/19/2011	RNAi	1	Canada
CD267476	81808	1/19/2011	1/19/2011	RNAi	1	Canada
G12354	81808	1/19/2011	1/19/2011	Full Length	1	Canada
G21240	81808	1/19/2011	1/19/2011	Full Length	1	Canada
G61251	81808	1/19/2011	1/19/2011	Full Length	1	Canada
G61755	81808	1/19/2011	1/19/2011	Full Length	1	Canada
G87262	81808	1/19/2011	1/19/2011	Full Length	1	Canada
G21196	81791	1/19/2011	1/19/2011	Full Length	1	Germany
G21563	81791	1/19/2011	1/19/2011	Full Length	1	Germany
G21868	81791	1/19/2011	1/19/2011	Full Length	1	Germany
G22215	81791	1/19/2011	1/19/2011	Full Length	1	Germany
G22226	81791	1/19/2011	1/19/2011	Full Length	1	Germany
G50634	81791	1/19/2011	1/19/2011	Full Length	1	Germany
U15162	81791	1/19/2011	1/19/2011	Full Length	1	Germany
U15939	81791	1/19/2011	1/19/2011	Full Length	1	Germany
U85740	81791	1/19/2011	1/19/2011	Full Length	1	Germany
U12430	81793	1/19/2011	1/19/2011	Full Length	1	Spain
CD3-1244	81796	1/19/2011	1/19/2011	vector	1	People's Republic of China
CD3-1245	81796	1/19/2011	1/19/2011	vector	1	People's Republic of China
CD3-1250	81796	1/19/2011	1/19/2011	vector	1	People's Republic of China
CD3-1251	81796	1/19/2011	1/19/2011	vector	1	People's Republic of China
U15862	81805	1/19/2011	1/19/2011	Full Length	1	USA
U61274	81805	1/19/2011	1/19/2011	Full Length	1	USA
U84583	81805	1/19/2011	1/19/2011	Full Length	1	USA
C00610	81809	1/19/2011	1/19/2011	Full Length	1	USA
C104833	81809	1/19/2011	1/19/2011	Full Length	1	USA
C105343	81809	1/19/2011	1/19/2011	Full Length	1	USA
C105345	81809	1/19/2011	1/19/2011	Full Length	1	USA
C105346	81809	1/19/2011	1/19/2011	Full Length	1	USA
C105347	81809	1/19/2011	1/19/2011	Full Length	1	USA
C105354	81809	1/19/2011	1/19/2011	Full Length	1	USA
U16040	81816	1/19/2011	1/19/2011	Full Length	1	Germany
U14172	81817	1/19/2011	1/19/2011	Full Length	1	France
U14268	81817	1/19/2011	1/19/2011	Full Length	1	France
U21947	81817	1/19/2011	1/19/2011	Full Length	1	France
U10477	81819	1/19/2011	1/19/2011	Full Length	1	Italy
U10670	81822	1/18/2011	1/18/2011	Full Length	1	Korea
U12338	81822	1/18/2011	1/18/2011	Full Length	1	Korea
U20137	81822	1/18/2011	1/18/2011	Full Length	1	Korea
U21751	81822	1/18/2011	1/18/2011	Full Length	1	Korea
U09873	81825	1/19/2011	1/19/2011	Full Length	1	Denmark
U24797	81825	1/19/2011	1/19/2011	Full Length	1	Denmark
U50303	81825	1/19/2011	1/19/2011	Full Length	1	Denmark
CIW01205	81828	1/19/2011	1/19/2011	Full Length	1	USA
U16513	81828	1/19/2011	1/19/2011	Full Length	1	USA
C103467	81831	1/19/2011	1/19/2011	Full Length	1	Germany
S63312	81831	1/19/2011	1/19/2011	Full Length	1	Germany
S65021	81831	1/19/2011	1/19/2011	Full Length	1	Germany
S80333	81831	1/19/2011	1/19/2011	Full Length	1	Germany
U19705	81831	1/19/2011	1/19/2011	Full Length	1	Germany
U21879	81831	1/19/2011	1/19/2011	Full Length	1	Germany
U23357	81831	1/19/2011	1/19/2011	Full Length	1	Germany
U23437	81831	1/19/2011	1/19/2011	Full Length	1	Germany
U24063	81831	1/19/2011	1/19/2011	Full Length	1	Germany
U60899	81831	1/19/2011	1/19/2011	Full Length	1	Germany
U61543	81831	1/19/2011	1/19/2011	Full Length	1	Germany
U63312	81831	1/19/2011	1/19/2011	Full Length	1	Germany
U65021	81831	1/19/2011	1/19/2011	Full Length	1	Germany
F17I23	81833	1/19/2011	1/19/2011	BAC, YAC, P1	1	Switzerland
F27G20	81833	1/19/2011	1/19/2011	BAC, YAC, P1	1	Switzerland
F3C3	81833	1/19/2011	1/19/2011	BAC, YAC, P1	1	Switzerland
F5D14	81833	1/19/2011	1/19/2011	BAC, YAC, P1	1	Switzerland
F6I18	81833	1/19/2011	1/19/2011	BAC, YAC, P1	1	Switzerland
K7L4	81833	1/19/2011	1/19/2011	BAC, YAC, P1	1	Switzerland
MIJK13	81833	1/19/2011	1/19/2011	BAC, YAC, P1	1	Switzerland
MIQD17	81833	1/19/2011	1/19/2011	BAC, YAC, P1	1	Switzerland
T10C21	81833	1/19/2011	1/19/2011	BAC, YAC, P1	1	Switzerland
CD3-746	81834	1/19/2011	1/19/2011	vector	1	USA
CD3-749	81834	1/19/2011	1/19/2011	vector	1	USA
DKLAT1G09020	81836	1/19/2011	1/19/2011	Expression	1	USA
DKLAT2G28060	81836	1/19/2011	1/19/2011	Expression	1	USA
DKLAT3G48530	81836	1/19/2011	1/19/2011	Expression	1	USA
DKLAT4G16360	81836	1/19/2011	1/19/2011	Expression	1	USA
DKLAT5G21170	81836	1/19/2011	1/19/2011	Expression	1	USA
U13157	81837	1/19/2011	1/19/2011	Full Length	1	USA
CD4-13	81845	1/18/2011	1/18/2011	Libraries and filters	1	Germany
CD4-14	81845	1/18/2011	1/18/2011	Libraries and filters	1	Germany
CD4-15	81845	1/18/2011	1/18/2011	Libraries and filters	1	Germany
CD4-22	81845	1/18/2011	1/18/2011	Libraries and filters	1	Germany
CD4-31	81845	1/18/2011	1/18/2011	Libraries and filters	1	Germany
CD4-7	81845	1/18/2011	1/18/2011	Libraries and filters	1	Germany
CD3-724	81847	1/19/2011	1/19/2011	vector	1	Spain
G15375	81848	1/19/2011	1/19/2011	Full Length	1	France
CD3-1003	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-1007	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-955	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-959	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-963	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-967	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-971	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-975	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-979	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-983	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-987	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-991	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-995	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-999	81851	1/19/2011	1/19/2011	vector	1	Israel
CD3-911	81853	1/19/2011	1/19/2011	vector	1	United Kingdom
CD3-912	81853	1/19/2011	1/19/2011	Individual & mapping clones	1	United Kingdom
CD3-913	81853	1/19/2011	1/19/2011	Individual & mapping clones	1	United Kingdom
CD3-914	81853	1/19/2011	1/19/2011	Individual & mapping clones	1	United Kingdom
CD3-915	81853	1/19/2011	1/19/2011	Individual & mapping clones	1	United Kingdom
CD3-916	81853	1/19/2011	1/19/2011	Individual & mapping clones	1	United Kingdom
CD3-917	81853	1/19/2011	1/19/2011	Individual & mapping clones	1	United Kingdom
CD3-918	81853	1/19/2011	1/19/2011	Individual & mapping clones	1	United Kingdom
CD3-919	81853	1/19/2011	1/19/2011	Individual & mapping clones	1	United Kingdom
DKLAT1G01260	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT1G08370	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT1G15750	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT1G28520	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT1G32160	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT1G33360	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT1G34190	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT1G45976	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT1G54220	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT1G65520	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT1G71230	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT1G72340.1	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT1G80940	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT2G26230	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT2G39840	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT2G41410	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT2G43180	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT2G45910	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G01180	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G01680	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G11410	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G11560	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G15920	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G26510	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G27110	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G45900	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G48670	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G49530	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G49580	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G50930	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G51630	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G52890.1	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G58040	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G58630	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G61150	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G61790	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT3G61790A	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT4G02880.1	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT4G08250	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT4G08320	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT4G16250	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT4G24690	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT4G25200	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT4G26000	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT4G27310	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT4G34131.1	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT4G35090	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT5G03300	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT5G05550	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT5G06060	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT5G12040	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT5G23280	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT5G42480	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT5G61970	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT5G64180	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
DKLAT5G66250	81853	1/19/2011	1/19/2011	Expression	1	United Kingdom
N1G71830ZE_K	81857	1/19/2011	1/19/2011	Expression	1	USA
N2G26730ZE_K	81857	1/19/2011	1/19/2011	Expression	1	USA
N3G08680ZE_K	81857	1/19/2011	1/19/2011	Expression	1	USA
N4G08850ZE_K	81857	1/19/2011	1/19/2011	Expression	1	USA
N4G28490ZE_K	81857	1/19/2011	1/19/2011	Expression	1	USA
N5G10020ZE_K	81857	1/19/2011	1/19/2011	Expression	1	USA
DKLAT2G26040	81862	1/19/2011	1/19/2011	Expression	1	Canada
DKLAT2G38310	81862	1/19/2011	1/19/2011	Expression	1	Canada
DKLAT3G11410	81862	1/19/2011	1/19/2011	Expression	1	Canada
DKLAT5G46790	81862	1/19/2011	1/19/2011	Expression	1	Canada
DKLAT5G53160.2	81862	1/19/2011	1/19/2011	Expression	1	Canada
CD4-10	81870	1/24/2011	1/24/2011	Libraries and filters	1	Taiwan
CD4-30	81870	1/24/2011	1/24/2011	Libraries and filters	1	Taiwan
CD4-32	81870	1/24/2011	1/24/2011	Libraries and filters	1	Taiwan
CD4-7	81870	1/24/2011	1/24/2011	Libraries and filters	1	Taiwan
CD3-1047	81877	1/19/2011	1/19/2011	vector	1	Korea
CD3-376	81886	1/19/2011	1/19/2011	vector	1	Canada
CD3-683	81886	1/19/2011	1/19/2011	vector	1	Canada
CD3-686	81886	1/19/2011	1/19/2011	vector	1	Canada
CD3-754	81886	1/19/2011	1/19/2011	vector	1	Canada
U09840	81886	1/19/2011	1/19/2011	Full Length	1	Canada
U11007	81886	1/19/2011	1/19/2011	Full Length	1	Canada
U14264	81886	1/19/2011	1/19/2011	Full Length	1	Canada
